sponsor,tier,year,conference,is_bigtech,canonical_name
amazon science,gold,2022,iclr,True,amazon
apple,gold,2022,iclr,True,apple
baidu,gold,2022,iclr,False,NA
bloomberg engineering,gold,2022,iclr,False,NA
bosch,gold,2022,iclr,False,NA
lg ai research,gold,2022,iclr,False,NA
naver corp.,gold,2022,iclr,False,NA
tencent arc lab,gold,2022,iclr,True,tencent
citadel|citadel securities,silver,2022,iclr,False,NA
morgan stanley,silver,2022,iclr,False,NA
nvidia,silver,2022,iclr,True,nvidia
servicenow,silver,2022,iclr,False,NA
two sigma,silver,2022,iclr,False,NA
"intelligent computing, a science partner journal",publishers,2022,iclr,False,NA
https://deepmind.com/applied/deepmind-ethics-society/,sponsors,2022,facct,True,alphabet
/static/images/dm_cmyk_logo_blue400@1x.jpg,sponsors,2022,facct,True,alphabet
https://ai.sony/,sponsors,2022,facct,False,NA
/static/images/sony.png,sponsors,2022,facct,False,NA
http://www.navercorp.com/en,sponsors,2022,facct,False,NA
/static/images/naver_ci_green.png,sponsors,2022,facct,False,NA
https://www.lgresearch.ai/,sponsors,2022,facct,False,NA
/static/images/lg_ai_research.png,sponsors,2022,facct,False,NA
https://luminate.io/,with ongoing support from,2022,facct,False,NA
/static/images/luminate_logo_primary_strapline_black_rgb-cropped.png,with ongoing support from,2022,facct,False,NA
apple,diamond,2023,neurips,True,apple
citadel and citadel securities,diamond,2023,neurips,False,NA
google deepmind,diamond,2023,neurips,True,alphabet
google llc,diamond,2023,neurips,True,alphabet
g-research,diamond,2023,neurips,False,NA
jane street,diamond,2023,neurips,False,NA
lambda,diamond,2023,neurips,False,NA
meta,diamond,2023,neurips,True,meta
microsoft,diamond,2023,neurips,True,microsoft
advanced micro devices (amd),platinum,2023,neurips,False,NA
amazon science,platinum,2023,neurips,True,amazon
ant group,platinum,2023,neurips,True,alibaba
astrazeneca,platinum,2023,neurips,False,NA
bloomberg,platinum,2023,neurips,False,NA
cohere,platinum,2023,neurips,False,NA
databricks,platinum,2023,neurips,False,NA
eqvilent,platinum,2023,neurips,False,NA
hudson river trading,platinum,2023,neurips,False,NA
ibm,platinum,2023,neurips,False,NA
intel corporate,platinum,2023,neurips,True,intel
jump trading,platinum,2023,neurips,False,NA
lg ai research,platinum,2023,neurips,False,NA
mathworks,platinum,2023,neurips,False,NA
"netflix, inc.",platinum,2023,neurips,False,NA
oracle,platinum,2023,neurips,True,oracle
pdt partners,platinum,2023,neurips,False,NA
positron,platinum,2023,neurips,False,NA
pryon,platinum,2023,neurips,False,NA
qualcomm,platinum,2023,neurips,False,NA
salesforce,platinum,2023,neurips,False,NA
sony,platinum,2023,neurips,False,NA
the d. e. shaw group,platinum,2023,neurips,False,NA
voxel51,platinum,2023,neurips,False,NA
weights and biases,platinum,2023,neurips,False,NA
xtx markets,platinum,2023,neurips,False,NA
alibaba cloud,gold,2023,neurips,True,alibaba
comet ml,gold,2023,neurips,False,NA
d. e. shaw research,gold,2023,neurips,False,NA
fireworks.ai,gold,2023,neurips,False,NA
flagship pioneering,gold,2023,neurips,False,NA
neural magic,gold,2023,neurips,False,NA
nexusflow,gold,2023,neurips,False,NA
nomic ai,gold,2023,neurips,False,NA
perplexity ai,gold,2023,neurips,False,NA
tianqiao and chrissy chen institute,gold,2023,neurips,False,NA
toloka ai,gold,2023,neurips,False,NA
two sigma,gold,2023,neurips,False,NA
borealis ai,silver,2023,neurips,False,NA
bosch ai,silver,2023,neurips,False,NA
capital one,silver,2023,neurips,False,NA
cerebras systems,silver,2023,neurips,False,NA
computing research association,silver,2023,neurips,False,NA
determined ai,silver,2023,neurips,False,NA
disney research,silver,2023,neurips,False,NA
fedml,silver,2023,neurips,False,NA
friendliai,silver,2023,neurips,False,NA
imbue,silver,2023,neurips,False,NA
kolena,silver,2023,neurips,False,NA
lightning ai,silver,2023,neurips,False,NA
mila - montréal,silver,2023,neurips,False,NA
national reconnaissance office,silver,2023,neurips,False,NA
nec laboratories,silver,2023,neurips,False,NA
point72 / cubist systematic strategies,silver,2023,neurips,False,NA
scale ai,silver,2023,neurips,False,NA
servicenow,silver,2023,neurips,False,NA
squarepoint capital,silver,2023,neurips,False,NA
squeezebits,silver,2023,neurips,False,NA
superannotate,silver,2023,neurips,False,NA
"the regents of the university of california, san diego/ nsf-access",silver,2023,neurips,False,NA
tiktok,silver,2023,neurips,True,bytedance
together,silver,2023,neurips,False,NA
"ukri centre ai for healthcare, imperial college london",silver,2023,neurips,False,NA
vast data,silver,2023,neurips,False,NA
"vocareum, inc.",silver,2023,neurips,False,NA
yokogawa digital corporation,silver,2023,neurips,False,NA
zhipu,silver,2023,neurips,False,NA
baidu,bronze,2023,neurips,False,NA
celonis,bronze,2023,neurips,False,NA
multion,bronze,2023,neurips,False,NA
openai,bronze,2023,neurips,True,openai
roblox,bronze,2023,neurips,False,NA
sandboxaq,bronze,2023,neurips,False,NA
toyota research institute,bronze,2023,neurips,False,NA
vector institute,bronze,2023,neurips,False,NA
zoox,bronze,2023,neurips,True,amazon
cambridge university press,book,2023,neurips,False,NA
keai publishing,book,2023,neurips,False,NA
siam,book,2023,neurips,False,NA
springer,book,2023,neurips,False,NA
the mit press,book,2023,neurips,False,NA
translated srl,book,2023,neurips,False,NA
citadel and citadel securities,diamond,2023,icml,False,NA
google research,diamond,2023,icml,True,alphabet
amazon science,platinum,2023,icml,True,amazon
apple,platinum,2023,icml,True,apple
colossal-ai,platinum,2023,icml,False,NA
deepmind,platinum,2023,icml,True,alphabet
d. e. shaw & co.,platinum,2023,icml,False,NA
jane street,platinum,2023,icml,False,NA
microsoft,platinum,2023,icml,True,microsoft
lambda,gold,2023,icml,False,NA
baidu,silver,2023,icml,False,NA
capital one,silver,2023,icml,False,NA
cerebras systems,silver,2023,icml,False,NA
crusoe cloud,silver,2023,icml,False,NA
d. e. shaw research,silver,2023,icml,False,NA
determined ai,silver,2023,icml,False,NA
dvc,silver,2023,icml,False,NA
fedml,silver,2023,icml,False,NA
friendliai,silver,2023,icml,False,NA
kaust,silver,2023,icml,False,NA
lightning ai,silver,2023,icml,False,NA
meta ai,silver,2023,icml,True,meta
mosaicml,silver,2023,icml,True,databricks
"pdt partners, llc",silver,2023,icml,False,NA
point72 / cubist systematic strategies,silver,2023,icml,False,NA
sony,silver,2023,icml,False,NA
squarepoint capital,silver,2023,icml,False,NA
tiktok inc.,silver,2023,icml,True,bytedance
two sigma,silver,2023,icml,False,NA
weights and biases,silver,2023,icml,False,NA
yokogawa digital corporation,silver,2023,icml,False,NA
ebay,bronze,2023,icml,False,NA
jump trading,bronze,2023,icml,False,NA
morgan stanley,bronze,2023,icml,False,NA
quantco,bronze,2023,icml,False,NA
recursion,bronze,2023,icml,False,NA
tianqiao & chrissy chen institute,bronze,2023,icml,False,NA
"cocalc by sagemath, inc.",book,2023,icml,False,NA
"intelligent computing, a science partner journal",book,2023,icml,False,NA
translated srl,book,2023,icml,False,NA
"ukri centre ai for healthcare, imperial college london",book,2023,icml,False,NA
deepmind dei,champion,2023,iclr,True,alphabet
black in ai,groundbreaker,2023,iclr,False,NA
robert bosch gmbh,advocate,2023,iclr,False,NA
zhipu,advocate,2023,iclr,False,NA
deepmind,diamond,2023,iclr,True,alphabet
google research,diamond,2023,iclr,True,alphabet
"huawei technologies co., ltd.",platinum,2023,iclr,True,huawei
amazon science,gold,2023,iclr,True,amazon
apple,gold,2023,iclr,True,apple
baidu,gold,2023,iclr,False,NA
bytedance,gold,2023,iclr,True,bytedance
meta ai,gold,2023,iclr,True,meta
cohere,silver,2023,iclr,False,NA
kaust,silver,2023,iclr,False,NA
citadel & citadel securities,bronze,2023,iclr,False,NA
openai,bronze,2023,iclr,True,openai
qualcomm,bronze,2023,iclr,False,NA
two sigma,bronze,2023,iclr,False,NA
"intelligent computing, a science partner journal",publishers,2023,iclr,False,NA
"research, a science partner journal",publishers,2023,iclr,False,NA
https://www.luminategroup.com/,sponsors,2023,facct,False,NA
/static/images/2023_luminate.png,sponsors,2023,facct,False,NA
https://www.deepmind.com/,sponsors,2023,facct,True,alphabet
/static/images/2023_deepmind.png,sponsors,2023,facct,True,alphabet
https://machinelearning.apple.com/,sponsors,2023,facct,True,apple
/static/images/2023_apple.png,sponsors,2023,facct,True,apple
https://www.microsoft.com/en-us/research/,sponsors,2023,facct,True,microsoft
/static/images/2023_microsoft.png,sponsors,2023,facct,True,microsoft
capital one,diamond,2024,naacl,False,NA
baidu,platinum,2024,naacl,False,NA
grammarly,platinum,2024,naacl,False,NA
kensho,platinum,2024,naacl,False,NA
megagon,platinum,2024,naacl,False,NA
otter.ai,platinum,2024,naacl,False,NA
apple,gold,2024,naacl,True,apple
bloomberg,gold,2024,naacl,False,NA
two sigma,gold,2024,naacl,False,NA
cohere,gold,2024,naacl,False,NA
adobe,bronze,2024,naacl,False,NA
jpmorgan,bronze,2024,naacl,False,NA
grammarly,diversity and inclusion ally,2024,naacl,False,NA
amazon science,diamond,2024,neurips,True,amazon
apple,diamond,2024,neurips,True,apple
bytedance,diamond,2024,neurips,True,bytedance
citadel & citadel securities,diamond,2024,neurips,False,NA
google deepmind,diamond,2024,neurips,True,alphabet
google research,diamond,2024,neurips,True,alphabet
g-research,diamond,2024,neurips,False,NA
hpc-ai.com,diamond,2024,neurips,False,NA
iren,diamond,2024,neurips,False,NA
jane street,diamond,2024,neurips,False,NA
jump trading,diamond,2024,neurips,False,NA
lambda,diamond,2024,neurips,False,NA
meta,diamond,2024,neurips,True,meta
microsoft,diamond,2024,neurips,True,microsoft
nebius,diamond,2024,neurips,False,NA
qualcomm,diamond,2024,neurips,False,NA
the d. e. shaw group,diamond,2024,neurips,False,NA
abu dhabi investment authority (adia),platinum,2024,neurips,False,NA
advanced micro devices,platinum,2024,neurips,False,NA
akash network by overclock labs,platinum,2024,neurips,False,NA
alibaba cloud,platinum,2024,neurips,True,alibaba
ant group,platinum,2024,neurips,True,alibaba
bittensor,platinum,2024,neurips,False,NA
bloomberg,platinum,2024,neurips,False,NA
capital one,platinum,2024,neurips,False,NA
cohere,platinum,2024,neurips,False,NA
crusoe energy,platinum,2024,neurips,False,NA
databricks,platinum,2024,neurips,False,NA
encord,platinum,2024,neurips,False,NA
ibm,platinum,2024,neurips,False,NA
intel,platinum,2024,neurips,True,intel
mathworks,platinum,2024,neurips,False,NA
neptune.ai,platinum,2024,neurips,False,NA
optiver,platinum,2024,neurips,False,NA
recogni,platinum,2024,neurips,False,NA
salesforce,platinum,2024,neurips,False,NA
scale ai,platinum,2024,neurips,False,NA
shopify inc,platinum,2024,neurips,False,NA
snowflake computing canada ulc,platinum,2024,neurips,False,NA
sony,platinum,2024,neurips,False,NA
tesla,platinum,2024,neurips,True,tesla
turing,platinum,2024,neurips,False,NA
voxel51,platinum,2024,neurips,False,NA
waymo,platinum,2024,neurips,True,alphabet
writer,platinum,2024,neurips,False,NA
xtx markets,platinum,2024,neurips,False,NA
ahrefs,gold,2024,neurips,False,NA
chan zuckerberg initiative,gold,2024,neurips,False,NA
cloudflare,gold,2024,neurips,False,NA
comet,gold,2024,neurips,False,NA
datologyai,gold,2024,neurips,False,NA
d. e. shaw research,gold,2024,neurips,False,NA
d-matrix,gold,2024,neurips,False,NA
emergence ai,gold,2024,neurips,False,NA
genesis therapeutics,gold,2024,neurips,False,NA
gridmatic,gold,2024,neurips,False,NA
gsk.ai,gold,2024,neurips,False,NA
labelbox,gold,2024,neurips,False,NA
lightning ai,gold,2024,neurips,False,NA
mistral ai,gold,2024,neurips,False,NA
netflix research,gold,2024,neurips,False,NA
neural magic,gold,2024,neurips,False,NA
nutanix,gold,2024,neurips,False,NA
nxai,gold,2024,neurips,False,NA
tianqiao and chrissy chen institute,gold,2024,neurips,False,NA
together ai,gold,2024,neurips,False,NA
twelve labs,gold,2024,neurips,False,NA
waveforms ai,gold,2024,neurips,False,NA
wayve,gold,2024,neurips,False,NA
weights & biases,gold,2024,neurips,False,NA
worldquant llc,gold,2024,neurips,False,NA
上海明汯投资管理有限公司,gold,2024,neurips,False,NA
anaconda,silver,2024,neurips,False,NA
booster robotics,silver,2024,neurips,False,NA
cerebras systems,silver,2024,neurips,False,NA
dataforce,silver,2024,neurips,False,NA
dataocean ai,silver,2024,neurips,False,NA
diffusedrive,silver,2024,neurips,False,NA
drw,silver,2024,neurips,False,NA
ellis institute tübingen,silver,2024,neurips,False,NA
exa,silver,2024,neurips,False,NA
figma,silver,2024,neurips,False,NA
gatik ai,silver,2024,neurips,False,NA
helm.ai,silver,2024,neurips,False,NA
huawei,silver,2024,neurips,True,huawei
imbue,silver,2024,neurips,False,NA
"insait – institute for computer science, ai & technology",silver,2024,neurips,False,NA
iris.ai,silver,2024,neurips,False,NA
kaggle,silver,2024,neurips,True,alphabet
linkedin,silver,2024,neurips,True,microsoft
"linkerbot beijing technology co., ltd.",silver,2024,neurips,False,NA
liquid ai,silver,2024,neurips,False,NA
matic robots,silver,2024,neurips,False,NA
mila - quebec artificial intelligence institut,silver,2024,neurips,False,NA
point72 / cubist systematic strategies,silver,2024,neurips,False,NA
rbc borealis,silver,2024,neurips,False,NA
runpod,silver,2024,neurips,False,NA
sambanova systems,silver,2024,neurips,False,NA
servicenow,silver,2024,neurips,False,NA
spellbrush,silver,2024,neurips,False,NA
squarepoint capital,silver,2024,neurips,False,NA
"superannotate ai, inc",silver,2024,neurips,False,NA
thomson reuters labs,silver,2024,neurips,False,NA
toloka ai,silver,2024,neurips,True,alibaba
toyota research institute,silver,2024,neurips,False,NA
two sigma,silver,2024,neurips,False,NA
unitree robotics,silver,2024,neurips,False,NA
vatic labs,silver,2024,neurips,False,NA
virtue ai,silver,2024,neurips,False,NA
virtu financial,silver,2024,neurips,False,NA
woven by toyota,silver,2024,neurips,False,NA
yokogawa digital corporation,silver,2024,neurips,False,NA
astrazeneca,bronze,2024,neurips,False,NA
baidu,bronze,2024,neurips,False,NA
basis research institute,bronze,2024,neurips,False,NA
cognizant,bronze,2024,neurips,False,NA
commonwealth bank of australia,bronze,2024,neurips,False,NA
duolingo,bronze,2024,neurips,False,NA
imc trading,bronze,2024,neurips,False,NA
natwest group,bronze,2024,neurips,False,NA
pdt partners,bronze,2024,neurips,False,NA
susquehanna international group,bronze,2024,neurips,False,NA
vector institute,bronze,2024,neurips,False,NA
cambridge university press,book,2024,neurips,False,NA
"cocalc by sagemath, inc.",book,2024,neurips,False,NA
siam,book,2024,neurips,False,NA
skim ai,book,2024,neurips,False,NA
springer,book,2024,neurips,False,NA
translated,book,2024,neurips,False,NA
citadel and citadel securities,diamond,2024,icml,False,NA
eqvilent,diamond,2024,icml,False,NA
google deepmind,diamond,2024,icml,True,alphabet
google research,diamond,2024,icml,True,alphabet
g-research,diamond,2024,icml,False,NA
jane street,diamond,2024,icml,False,NA
jump trading,diamond,2024,icml,False,NA
microsoft,diamond,2024,icml,True,microsoft
the d. e. shaw group,diamond,2024,icml,False,NA
amazon science,platinum,2024,icml,True,amazon
bytedance,platinum,2024,icml,True,bytedance
hsbc,platinum,2024,icml,False,NA
apple,platinum,2024,icml,True,apple
meta,platinum,2024,icml,True,meta
xtx markets,gold,2024,icml,False,NA
abu dhabi investment authority (adia),silver,2024,icml,False,NA
ant group,silver,2024,icml,True,alibaba
astrazeneca,silver,2024,icml,False,NA
baidu,silver,2024,icml,False,NA
capital one,silver,2024,icml,False,NA
cerebras systems,silver,2024,icml,False,NA
comet,silver,2024,icml,False,NA
criteo,silver,2024,icml,False,NA
databricks,silver,2024,icml,False,NA
datologyai,silver,2024,icml,False,NA
determined ai,silver,2024,icml,False,NA
hudson river trading,silver,2024,icml,False,NA
lightning ai,silver,2024,icml,False,NA
liquid ai,silver,2024,icml,False,NA
mistral ai,silver,2024,icml,False,NA
nebius ai,silver,2024,icml,False,NA
neptune.ai,silver,2024,icml,False,NA
netflix inc,silver,2024,icml,False,NA
point72 / cubist systematic strategies,silver,2024,icml,False,NA
robinhood,silver,2024,icml,False,NA
snowflake poland sp. z o.o.,silver,2024,icml,False,NA
squarepoint-capital,silver,2024,icml,False,NA
superannotate,silver,2024,icml,False,NA
together ai,silver,2024,icml,False,NA
toloka,silver,2024,icml,False,NA
two sigma,silver,2024,icml,False,NA
virtu financial,silver,2024,icml,False,NA
worldquant llc,silver,2024,icml,False,NA
yokogawa digital corporation,silver,2024,icml,False,NA
cognizant,bronze,2024,icml,False,NA
ebay,bronze,2024,icml,False,NA
"huawei technologies co., ltd.",bronze,2024,icml,True,huawei
morgan stanley,bronze,2024,icml,False,NA
pdt partners,bronze,2024,icml,False,NA
qualcomm,bronze,2024,icml,False,NA
quantco,bronze,2024,icml,False,NA
tower research capital,bronze,2024,icml,False,NA
cocalc,book,2024,icml,False,NA
"health science data, a science partner journal",book,2024,icml,False,NA
springer,book,2024,icml,False,NA
translated,book,2024,icml,False,NA
"ukri centre ai for healthcare, imperial college london",book,2024,icml,False,NA
google deepmind,diamond,2024,iclr,True,alphabet
google research,diamond,2024,iclr,True,alphabet
meta,diamond,2024,iclr,True,meta
microsoft,diamond,2024,iclr,True,microsoft
bytedance,platinum,2024,iclr,True,bytedance
"huawei technologies co., ltd.",platinum,2024,iclr,True,huawei
scale ai,platinum,2024,iclr,False,NA
the d. e. shaw group,platinum,2024,iclr,False,NA
amazon,gold,2024,iclr,True,amazon
apple,gold,2024,iclr,True,apple
borealis ai,gold,2024,iclr,False,NA
capital one,gold,2024,iclr,False,NA
d. e. shaw research,gold,2024,iclr,False,NA
lightning ai,gold,2024,iclr,False,NA
meituan,gold,2024,iclr,False,NA
together ai,gold,2024,iclr,False,NA
kaust ai initiative ai main navigation,silver,2024,iclr,False,NA
liquid ai,silver,2024,iclr,False,NA
mistral ai,silver,2024,iclr,False,NA
nebius ai,silver,2024,iclr,False,NA
ahrefs,bronze,2024,iclr,False,NA
ant research,bronze,2024,iclr,True,alibaba
baidu,bronze,2024,iclr,False,NA
cognition,bronze,2024,iclr,False,NA
cognizant ai labs,bronze,2024,iclr,False,NA
etched,bronze,2024,iclr,False,NA
openai,bronze,2024,iclr,True,openai
qualcomm,bronze,2024,iclr,False,NA
sony ai,bronze,2024,iclr,False,NA
tianqiao and chrissy chen institute,bronze,2024,iclr,False,NA
two sigma,bronze,2024,iclr,False,NA
cambridge university press,publishers,2024,iclr,False,NA
"cocalc by sagemath, inc.",publishers,2024,iclr,False,NA
"intelligent computing, a science partner journal",publishers,2024,iclr,False,NA
translated,publishers,2024,iclr,False,NA
deepmind dei,champion,2024,iclr,True,alphabet
google research dei,champion,2024,iclr,True,alphabet
sony ai dei fund,advocate,2024,iclr,False,NA
bosch,leader,2024,iclr,False,NA
https://survivalandflourishing.fund,sponsors,2024,facct,False,NA
/static/images/2024_saf.png,sponsors,2024,facct,False,NA
https://aws.amazon.com/machine-learning/responsible-machine-learning/,sponsors,2024,facct,True,amazon
/static/images/2023_amazon.png,sponsors,2024,facct,True,amazon
https://www.deepmind.com/,sponsors,2024,facct,True,alphabet
/static/images/2024_googledeepmind.png,sponsors,2024,facct,True,alphabet
toloka ai,platinum,2025,naacl,True,alibaba
adobe,platinum,2025,naacl,False,NA
megagon,platinum,2025,naacl,False,NA
baidu,platinum,2025,naacl,False,NA
capital one,platinum,2025,naacl,False,NA
apple,gold,2025,naacl,True,apple
bloomberg,gold,2025,naacl,False,NA
translated,bronze,2025,naacl,False,NA
apple,diversity and inclusion ally,2025,naacl,True,apple
amazon,diamond,2025,neurips,True,amazon
ant group,diamond,2025,neurips,True,alibaba
apple,diamond,2025,neurips,True,apple
biohub,diamond,2025,neurips,False,NA
bytedance,diamond,2025,neurips,True,bytedance
citadel and citadel securities,diamond,2025,neurips,False,NA
cloud native computing foundation/pytorch foundation,diamond,2025,neurips,False,NA
cogs & marvel,diamond,2025,neurips,False,NA
d. e. shaw research,diamond,2025,neurips,False,NA
general motors,diamond,2025,neurips,False,NA
google,diamond,2025,neurips,True,alphabet
handshake ai,diamond,2025,neurips,False,NA
hudson river trading,diamond,2025,neurips,False,NA
jane street,diamond,2025,neurips,False,NA
jump trading,diamond,2025,neurips,False,NA
lambda,diamond,2025,neurips,False,NA
lightwheel limited,diamond,2025,neurips,False,NA
mbzuai - institute of foundation models,diamond,2025,neurips,False,NA
microsoft corporation,diamond,2025,neurips,True,microsoft
ollama,diamond,2025,neurips,False,NA
optiver,diamond,2025,neurips,False,NA
poolside,diamond,2025,neurips,False,NA
qualcomm ai research,diamond,2025,neurips,False,NA
reflection,diamond,2025,neurips,False,NA
renaissance philanthropy,diamond,2025,neurips,False,NA
shopify,diamond,2025,neurips,False,NA
susquehanna international group,diamond,2025,neurips,False,NA
tesla,diamond,2025,neurips,True,tesla
the d. e. shaw group,diamond,2025,neurips,False,NA
turing,diamond,2025,neurips,False,NA
abu dhabi investment authority,platinum,2025,neurips,False,NA
arm,platinum,2025,neurips,False,NA
bloomberg,platinum,2025,neurips,False,NA
capital one,platinum,2025,neurips,False,NA
cohere,platinum,2025,neurips,False,NA
databricks,platinum,2025,neurips,False,NA
drw,platinum,2025,neurips,False,NA
emmi ai,platinum,2025,neurips,False,NA
encord,platinum,2025,neurips,False,NA
g-research,platinum,2025,neurips,False,NA
groq,platinum,2025,neurips,False,NA
ibm,platinum,2025,neurips,False,NA
imc,platinum,2025,neurips,False,NA
intuit,platinum,2025,neurips,False,NA
invisible technologies,platinum,2025,neurips,False,NA
jetbrains,platinum,2025,neurips,False,NA
naver,platinum,2025,neurips,False,NA
nebius,platinum,2025,neurips,False,NA
netflix,platinum,2025,neurips,False,NA
nvidia,platinum,2025,neurips,True,nvidia
oracle,platinum,2025,neurips,True,oracle
qualcomm,platinum,2025,neurips,False,NA
revelo,platinum,2025,neurips,False,NA
salesforce,platinum,2025,neurips,False,NA
scale ai,platinum,2025,neurips,False,NA
snowflake,platinum,2025,neurips,False,NA
sony,platinum,2025,neurips,False,NA
soundpatrol,platinum,2025,neurips,False,NA
td bank group - layer6 ai,platinum,2025,neurips,False,NA
waymo,platinum,2025,neurips,True,alphabet
weights & biases,platinum,2025,neurips,False,NA
wells fargo,platinum,2025,neurips,False,NA
writer,platinum,2025,neurips,False,NA
xtx markets,platinum,2025,neurips,False,NA
alibaba cloud,gold,2025,neurips,True,alibaba
appen,gold,2025,neurips,False,NA
atlassian,gold,2025,neurips,False,NA
blackrock systematic,gold,2025,neurips,False,NA
cartesia ai,gold,2025,neurips,False,NA
cerebras systems,gold,2025,neurips,False,NA
commonwealth bank of australia,gold,2025,neurips,False,NA
datacurve ai,gold,2025,neurips,False,NA
datadog,gold,2025,neurips,False,NA
datologyai,gold,2025,neurips,False,NA
distyl ai,gold,2025,neurips,False,NA
figma inc.,gold,2025,neurips,False,NA
fundamental technologies inc.,gold,2025,neurips,False,NA
genesis molecular ai,gold,2025,neurips,False,NA
intel,gold,2025,neurips,True,intel
joinquant,gold,2025,neurips,False,NA
kuaishou,gold,2025,neurips,False,NA
lighthouse,gold,2025,neurips,False,NA
lightly,gold,2025,neurips,False,NA
linkedin,gold,2025,neurips,True,microsoft
liquid ai,gold,2025,neurips,False,NA
mathworks,gold,2025,neurips,False,NA
mila - quebec ai institute,gold,2025,neurips,False,NA
novartis,gold,2025,neurips,False,NA
point72 / cubist systematic strategies,gold,2025,neurips,False,NA
pydantic,gold,2025,neurips,False,NA
qube research and technologies,gold,2025,neurips,False,NA
rbc borealis,gold,2025,neurips,False,NA
runpod,gold,2025,neurips,False,NA
taobao and tmall group,gold,2025,neurips,True,alibaba
telus digital,gold,2025,neurips,False,NA
together ai,gold,2025,neurips,False,NA
two sigma,gold,2025,neurips,False,NA
upwork,gold,2025,neurips,False,NA
virtu financial,gold,2025,neurips,False,NA
voloridge investment management,gold,2025,neurips,False,NA
voltage park,gold,2025,neurips,False,NA
worldquant llc,gold,2025,neurips,False,NA
yokogawa digital corporation,gold,2025,neurips,False,NA
boson ai,silver,2025,neurips,False,NA
centific,silver,2025,neurips,False,NA
dandy,silver,2025,neurips,False,NA
dataoceanai,silver,2025,neurips,False,NA
deccan ai,silver,2025,neurips,False,NA
firstsource,silver,2025,neurips,False,NA
flow traders,silver,2025,neurips,False,NA
furiosaai,silver,2025,neurips,False,NA
ideogram ai,silver,2025,neurips,False,NA
io.net,silver,2025,neurips,False,NA
mats research,silver,2025,neurips,False,NA
meter,silver,2025,neurips,False,NA
mirage,silver,2025,neurips,False,NA
modal,silver,2025,neurips,False,NA
natwest group,silver,2025,neurips,False,NA
"ntt, inc.",silver,2025,neurips,False,NA
pruna ai,silver,2025,neurips,False,NA
servicenow,silver,2025,neurips,False,NA
simular,silver,2025,neurips,False,NA
spoc biosciences,silver,2025,neurips,False,NA
spotify,silver,2025,neurips,False,NA
thomson reuters,silver,2025,neurips,False,NA
toloka ai inc.,silver,2025,neurips,False,NA
wayve,silver,2025,neurips,False,NA
abaka ai,bronze,2025,neurips,False,NA
astrus,bronze,2025,neurips,False,NA
bagel labs,bronze,2025,neurips,False,NA
basis research institute,bronze,2025,neurips,False,NA
clarifai,bronze,2025,neurips,False,NA
conway,bronze,2025,neurips,False,NA
deep genomics inc.,bronze,2025,neurips,False,NA
lenovo,bronze,2025,neurips,False,NA
lightning ai,bronze,2025,neurips,False,NA
nec,bronze,2025,neurips,False,NA
openai,bronze,2025,neurips,True,openai
pdt partners,bronze,2025,neurips,False,NA
sanctuary ai,bronze,2025,neurips,False,NA
"scaled cognition, inc.",bronze,2025,neurips,False,NA
sonicjobs,bronze,2025,neurips,False,NA
uber ai solutions,bronze,2025,neurips,False,NA
virtue ai,bronze,2025,neurips,False,NA
association for computing machinery,book,2025,neurips,False,NA
cambridge university press,book,2025,neurips,False,NA
intelligent computing,book,2025,neurips,False,NA
iop publishing,book,2025,neurips,False,NA
springer,book,2025,neurips,False,NA
the mit press,book,2025,neurips,False,NA
translated,book,2025,neurips,False,NA
gbm,mexico,2025,neurips,False,NA
citadel and citadel securities,diamond,2025,icml,False,NA
cogs & marvel,diamond,2025,icml,False,NA
d. e. shaw research,diamond,2025,icml,False,NA
google,diamond,2025,icml,True,alphabet
hudson river trading llc,diamond,2025,icml,False,NA
jane street,diamond,2025,icml,False,NA
jump trading,diamond,2025,icml,False,NA
microsoft,diamond,2025,icml,True,microsoft
optiver,diamond,2025,icml,False,NA
susquehanna international group,diamond,2025,icml,False,NA
the d. e. shaw group,diamond,2025,icml,False,NA
akash network,platinum,2025,icml,False,NA
amazon,platinum,2025,icml,True,amazon
apple,platinum,2025,icml,True,apple
bytedance,platinum,2025,icml,True,bytedance
capital one,platinum,2025,icml,False,NA
handshake ai,platinum,2025,icml,False,NA
ibm,platinum,2025,icml,False,NA
ollama,platinum,2025,icml,False,NA
shopify,platinum,2025,icml,False,NA
tencent,platinum,2025,icml,True,tencent
turing,platinum,2025,icml,False,NA
cartesia,gold,2025,icml,False,NA
cerebras systems,gold,2025,icml,False,NA
comet,gold,2025,icml,False,NA
databricks,gold,2025,icml,False,NA
datologyai,gold,2025,icml,False,NA
drw,gold,2025,icml,False,NA
huawei,gold,2025,icml,True,huawei
kaggle,gold,2025,icml,True,alphabet
lambda,gold,2025,icml,False,NA
linkedin,gold,2025,icml,True,microsoft
liquid ai,gold,2025,icml,False,NA
mbzuai - institute of foundation models,gold,2025,icml,False,NA
nebius,gold,2025,icml,False,NA
netflix inc.,gold,2025,icml,False,NA
point72 / cubist systematic strategies,gold,2025,icml,False,NA
rbc borealis,gold,2025,icml,False,NA
scale ai,gold,2025,icml,False,NA
together ai,gold,2025,icml,False,NA
two sigma,gold,2025,icml,False,NA
writer,gold,2025,icml,False,NA
deccan ai,silver,2025,icml,False,NA
"superannotate ai, inc",silver,2025,icml,False,NA
toloka ai,silver,2025,icml,True,alibaba
vast.ai,silver,2025,icml,False,NA
waveforms ai,silver,2025,icml,False,NA
