sponsor,tier,year,conference
SK Telecom,Silver,2019,icml
Tencent AI Lab,Silver,2019,icml
Tesla,Silver,2019,icml
The D. E. Shaw Group,Silver,2019,icml
Visual Computing Center at KAUST,Silver,2019,icml
Wayfair,Silver,2019,icml
Wolfram,Silver,2019,icml
Yandex,Silver,2019,icml
Yokogawa Electric Corporation,Silver,2019,icml
Credit Suisse,Bronze,2019,icml
"Cylance, Inc.",Bronze,2019,icml
"Expedia, Inc.",Bronze,2019,icml
Intel AI,Bronze,2019,icml
Squarepoint,Bronze,2019,icml
VINTECH Technology Development Joint Stock Company,Bronze,2019,icml
XTX Markets Limited,Bronze,2019,icml
Zillow Group,Bronze,2019,icml
Frontiers,Publisher,2019,icml
MIT Press,Publisher,2019,icml
/static/images/DeepMind-EthicsAndSociety-Standard-Logo-171003-r01.png,Sponsors,2019,facct
/static/images/Google_Logo_Color_836x272px.png,Sponsors,2019,facct
/static/images/Microsoft-logo_rgb_c-gray-cropped.png,Sponsors,2019,facct
/static/images/Spotify_Logo_RGB_Green.png,Sponsors,2019,facct
/static/images/brand logos twitter bird blue.png,Sponsors,2019,facct
Alibaba Group,Platinum,2020,neurips
Amazon,Platinum,2020,neurips
Apple,Platinum,2020,neurips
Bloomberg Engineering,Platinum,2020,neurips
ByteDance,Platinum,2020,neurips
Capital One,Platinum,2020,neurips
Cruise,Platinum,2020,neurips
DeepMind,Platinum,2020,neurips
Facebook AI,Platinum,2020,neurips
Google Research,Platinum,2020,neurips
G-Research,Platinum,2020,neurips
"Huawei Technologies Co., Ltd.",Platinum,2020,neurips
IARAI,Platinum,2020,neurips
IBM Corporation,Platinum,2020,neurips
Mayo Clinic Center for Individualized Medicine,Platinum,2020,neurips
Microsoft,Platinum,2020,neurips
"OpenAI, L.P",Platinum,2020,neurips
PDT Partners,Platinum,2020,neurips
Qualcomm,Platinum,2020,neurips
Sony Corporation,Platinum,2020,neurips
Tenstorrent Inc.,Platinum,2020,neurips
Tower Research Capital,Platinum,2020,neurips
Two Sigma,Platinum,2020,neurips
U.S. Bank National Association,Platinum,2020,neurips
Baidu,Gold,2020,neurips
Capgemini,Gold,2020,neurips
Citadel and Citadel Securities,Gold,2020,neurips
Deci,Gold,2020,neurips
Electric Power Research Institute,Gold,2020,neurips
EnsoData,Gold,2020,neurips
Graphcore,Gold,2020,neurips
Helm.ai,Gold,2020,neurips
Hudson River Trading,Gold,2020,neurips
Kuaishou,Gold,2020,neurips
MathWorks,Gold,2020,neurips
MDA,Gold,2020,neurips
NAVER,Gold,2020,neurips
Netflix Research,Gold,2020,neurips
Neural Magic,Gold,2020,neurips
Point72,Gold,2020,neurips
QuantumBlack,Gold,2020,neurips
Research in Germany,Gold,2020,neurips
Salesforce,Gold,2020,neurips
Sber AI,Gold,2020,neurips
Scale AI,Gold,2020,neurips
Spotify,Gold,2020,neurips
Squarepoint Capital LLP,Gold,2020,neurips
The D. E. Shaw Group,Gold,2020,neurips
VinAI Research,Gold,2020,neurips
Waymo,Gold,2020,neurips
Yokogawa Electric Corporation,Gold,2020,neurips
Zalando,Gold,2020,neurips
Ant Group,Silver,2020,neurips
Arm,Silver,2020,neurips
BenevolentAI,Silver,2020,neurips
causaLens,Silver,2020,neurips
Deep Genomics,Silver,2020,neurips
Element AI,Silver,2020,neurips
maadaa.ai,Silver,2020,neurips
NVIDIA,Silver,2020,neurips
Ralph,Silver,2020,neurips
Secondmind,Silver,2020,neurips
Tencent AI Lab,Silver,2020,neurips
Uber,Silver,2020,neurips
Wadhwani Institute for Artificial Intelligence,Silver,2020,neurips
XTX Markets,Silver,2020,neurips
Zeta Alpha,Silver,2020,neurips
Cambridge University Press,Book,2020,neurips
now Publishers,Book,2020,neurips
The MIT Press,Book,2020,neurips
Amazon,Platinum,2020,icml
Apple,Platinum,2020,icml
DeepMind,Platinum,2020,icml
Facebook,Platinum,2020,icml
Google Research,Platinum,2020,icml
"Huawei Technologies Co., Ltd",Platinum,2020,icml
IBM,Platinum,2020,icml
Two Sigma,Platinum,2020,icml
AstraZeneca,Gold,2020,icml
BAIDU,Gold,2020,icml
Bloomberg Engineering,Gold,2020,icml
Bosch Center for Artificial Intelligence,Gold,2020,icml
ByteDance,Gold,2020,icml
Citadel & Citadel Securities,Gold,2020,icml
"Hitachi, Ltd.",Gold,2020,icml
Hudson River Trading  LLC,Gold,2020,icml
Jane Street,Gold,2020,icml
Microsoft,Gold,2020,icml
National Security Agency (NSA),Gold,2020,icml
Netflix Research,Gold,2020,icml
Qualcomm,Gold,2020,icml
"Samsung - SAIT AI Lab, Montreal",Gold,2020,icml
Sberbank,Gold,2020,icml
The D. E. Shaw Group,Gold,2020,icml
VinAI Research,Gold,2020,icml
Waymo,Gold,2020,icml
Yokogawa Electric Corporation,Gold,2020,icml
Ant Group,Silver,2020,icml
Autodesk,Silver,2020,icml
BenevolentAI,Silver,2020,icml
PDT Partners,Silver,2020,icml
Point72,Silver,2020,icml
Tencent AI Lab,Silver,2020,icml
Tower Research Capital,Silver,2020,icml
XTX Markets,Silver,2020,icml
Yahoo Research,Silver,2020,icml
DeepMind,Diamond,2020,iclr
Facebook,Diamond,2020,iclr
Google,Diamond,2020,iclr
Amazon,Gold,2020,iclr
IBM Research,Gold,2020,iclr
Jane Street,Gold,2020,iclr
Salesforce,Gold,2020,iclr
Apple,Silver,2020,iclr
ByteDance,Silver,2020,iclr
Microsoft,Silver,2020,iclr
Lambda,Bronze,2020,iclr
The D. E. Shaw Group,Bronze,2020,iclr
Two Sigma,Bronze,2020,iclr
Element AI,Start-Up,2020,iclr
https://deepmind.com/applied/deepmind-ethics-society/,Sponsors,2020,facct
/static/images/DeepMind-EthicsAndSociety-Standard-Logo-171003-r01.png,Sponsors,2020,facct
https://research.fb.com/,Sponsors,2020,facct
/static/images/facebook-research.png,Sponsors,2020,facct
https://www.google.com/about/,Sponsors,2020,facct
/static/images/Google_Logo_Color_836x272px.png,Sponsors,2020,facct
https://sloan.org/,Sponsors,2020,facct
/static/images/Logo-2F-SMALL-Black.png,Sponsors,2020,facct
https://about.twitter.com/en_us/company.html,Sponsors,2020,facct
/static/images/brand logos twitter bird blue.png,Sponsors,2020,facct
https://www.research.ibm.com/,Sponsors,2020,facct
/static/images/IBM-Research_transparent.png,Sponsors,2020,facct
https://luminate.io/,With Ongoing support from,2020,facct
/static/images/Luminate_logo_primary_strapline_BLACK_RGB-cropped.png,With Ongoing support from,2020,facct
Google,Diamond,2021,naacl
Amazon,Platinum,2021,naacl
Apple,Platinum,2021,naacl
Facebook,Platinum,2021,naacl
Megagon,Platinum,2021,naacl
Microsoft,Platinum,2021,naacl
Bloomberg,Gold,2021,naacl
Grammarly,Gold,2021,naacl
IBM,Gold,2021,naacl
Vanguard,Gold,2021,naacl
Duolingo,Silver,2021,naacl
Adobe,Bronze,2021,naacl
Babelscape,Bronze,2021,naacl
Human Language Technology Center of Excellence,Bronze,2021,naacl
LegalForce,Bronze,2021,naacl
Google,Diversity and Inclusion: Champion,2021,naacl
Microsoft,Diversity and Inclusion: Champion,2021,naacl
Amazon,Platinum,2021,icml
Apple,Platinum,2021,icml
ByteDance,Platinum,2021,icml
Citadel & Citadel Securities,Platinum,2021,icml
DeepMind,Platinum,2021,icml
Facebook,Platinum,2021,icml
Google,Platinum,2021,icml
Institute of Advanced Research in Artificial Intelligence,Platinum,2021,icml
Intel,Platinum,2021,icml
Invenia Labs,Platinum,2021,icml
Mayo Clinic Center for Individualized Medicine,Platinum,2021,icml
Two Sigma,Platinum,2021,icml
"Beijing Baidu Netcom Science Technology Co., Ltd",Gold,2021,icml
Bloomberg L.P.,Gold,2021,icml
Boltzbit,Gold,2021,icml
Cubist Systematic Strategies,Gold,2021,icml
Hudson River Trading,Gold,2021,icml
IBM Research,Gold,2021,icml
Microsoft,Gold,2021,icml
Netflix Research,Gold,2021,icml
Qualcomm,Gold,2021,icml
Research in Germany,Gold,2021,icml
Samsung SAIL Montreal,Gold,2021,icml
Sber AI,Gold,2021,icml
Toloka,Gold,2021,icml
Waymo,Gold,2021,icml
Yokogawa Electric Corporation,Gold,2021,icml
Ant Group,Silver,2021,icml
Bosch Center for Artificial Intelligence,Silver,2021,icml
causaLens,Silver,2021,icml
"Graviti Technologies, Inc.",Silver,2021,icml
Rora,Silver,2021,icml
ServiceNow,Silver,2021,icml
Squarepoint Capital,Silver,2021,icml
The D. E. Shaw Group,Silver,2021,icml
Tower Research Capital LLC,Silver,2021,icml
XTX Markets Technologies Ltd,Silver,2021,icml
Cambridge University Press,Book,2021,icml
DeepMind DEI,Champion,2021,iclr
Citadel And Citadel Securities,Leader,2021,iclr
Ralph DEI,Leader,2021,iclr
The D. E. Shaw Group DEI,Leader,2021,iclr
Two Sigma DEI,Leader,2021,iclr
Amazon,Platinum,2021,iclr
ByteDance,Platinum,2021,iclr
DeepMind,Platinum,2021,iclr
Facebook,Platinum,2021,iclr
Google,Platinum,2021,iclr
Intel Inc.,Platinum,2021,iclr
Microsoft,Platinum,2021,iclr
OpenAI,Platinum,2021,iclr
Qualcomm,Platinum,2021,iclr
Apple,Gold,2021,iclr
Baidu,Gold,2021,iclr
IBM Research AI,Gold,2021,iclr
Morgan Stanley,Gold,2021,iclr
NAVER,Gold,2021,iclr
Salesforce,Gold,2021,iclr
Sea Limited,Gold,2021,iclr
Zeta Alpha,Gold,2021,iclr
AbSci,Silver,2021,iclr
Bloomberg,Silver,2021,iclr
Bosch Center for Artificial Intelligence,Silver,2021,iclr
Citadel & Citadel Securities,Silver,2021,iclr
The D. E. Shaw Group,Silver,2021,iclr
The Home Depot,Silver,2021,iclr
Two Sigma,Silver,2021,iclr
Gretel,Start-Up,2021,iclr
Ralph,Start-Up,2021,iclr
Google,Diamond,2022,naacl
Amazon,Diamond,2022,naacl
LivePerson,Diamond,2022,naacl
Meta,Diamond,2022,naacl
Bloomberg,Diamond,2022,naacl
Apple,Platinum,2022,naacl
Microsoft,Platinum,2022,naacl
Megagon,Platinum,2022,naacl
Grammarly,Platinum,2022,naacl
ByteDance,Platinum,2022,naacl
Kensho,Platinum,2022,naacl
Reveal Data,Platinum,2022,naacl
Relativity,Gold,2022,naacl
ServiceNow,Gold,2022,naacl
TIAA,Gold,2022,naacl
ETS,Gold,2022,naacl
Cohere.ai,Gold,2022,naacl
G-Research,Gold,2022,naacl
OpenAI,Gold,2022,naacl
Two Sigma,Gold,2022,naacl
ASAPP,Silver,2022,naacl
Duolingo,Silver,2022,naacl
Magic Data,Silver,2022,naacl
Adobe,Bronze,2022,naacl
Babelscape,Bronze,2022,naacl
Human Language Technology Center of Excellence,Bronze,2022,naacl
LinkedIn,Bronze,2022,naacl
Rakuten,Bronze,2022,naacl
UC Santa Cruz,Bronze,2022,naacl
aiXplain,Bronze,2022,naacl
Microsoft,Diversity and Inclusion,2022,naacl
DeepMind,Diversity and Inclusion,2022,naacl
G-Research,Diversity and Inclusion,2022,naacl
Activeloop,Diamond,2022,neurips
Amazon Science,Diamond,2022,neurips
Apple,Diamond,2022,neurips
AstraZeneca,Diamond,2022,neurips
Citadel Enterprise Americas LLS,Diamond,2022,neurips
DeepMind Technologies LTD,Diamond,2022,neurips
Google LLC,Diamond,2022,neurips
G-Research,Diamond,2022,neurips
Jane Street,Diamond,2022,neurips
"Lambda, Inc.",Diamond,2022,neurips
LG AI Research,Diamond,2022,neurips
"Meta Platforms, Inc.",Diamond,2022,neurips
Qualcomm,Diamond,2022,neurips
Salesforce,Diamond,2022,neurips
Sony,Diamond,2022,neurips
Bloomberg LP,Platinum,2022,neurips
Borealis AI,Platinum,2022,neurips
"Capital One Services, LLC.",Platinum,2022,neurips
Cohere,Platinum,2022,neurips
D. E. Shaw & Co.,Platinum,2022,neurips
Disney Research,Platinum,2022,neurips
Hudson River Trading,Platinum,2022,neurips
IBM,Platinum,2022,neurips
King Abdullah University of Science and Technology,Platinum,2022,neurips
Lightning AI,Platinum,2022,neurips
MathWorks,Platinum,2022,neurips
Microsoft,Platinum,2022,neurips
NAVER,Platinum,2022,neurips
Optum Labs,Platinum,2022,neurips
PDT Partners,Platinum,2022,neurips
Point72 / Cubist Systematic Strategies,Platinum,2022,neurips
Spotify,Platinum,2022,neurips
Squarepoint,Platinum,2022,neurips
TikTok,Platinum,2022,neurips
"Two Sigma Investments, LP",Platinum,2022,neurips
Waymo,Platinum,2022,neurips
"Weights and Biases, Inc.",Platinum,2022,neurips
Alibaba Group,Gold,2022,neurips
Bosch AI,Gold,2022,neurips
Cerebras Systems,Gold,2022,neurips
Datumo,Gold,2022,neurips
Generally Intelligent,Gold,2022,neurips
HPC-AI Technology LLC,Gold,2022,neurips
IEEE SA,Gold,2022,neurips
Jasper AI,Gold,2022,neurips
Jump Trading,Gold,2022,neurips
MosaicML,Gold,2022,neurips
NEC Laboratories America,Gold,2022,neurips
Netflix,Gold,2022,neurips
Neural Magic,Gold,2022,neurips
OmniML Inc.,Gold,2022,neurips
Owkin,Gold,2022,neurips
Pachyderm,Gold,2022,neurips
Samsung SAIL Montreal,Gold,2022,neurips
SandboxAQ,Gold,2022,neurips
ServiceNow,Gold,2022,neurips
Toloka AI,Gold,2022,neurips
Yahoo!,Gold,2022,neurips
Yokogawa Digital Corporation,Gold,2022,neurips
Balyasny Asset Management,Silver,2022,neurips
"Beijing Baidu Netcom Science Technology Co., Ltd",Silver,2022,neurips
Cruise,Silver,2022,neurips
Gensyn,Silver,2022,neurips
Hewlett Packard Enterprise,Silver,2022,neurips
Manteio Capital,Silver,2022,neurips
"QuantumBlack, AI by McKinsey",Silver,2022,neurips
Relation Therapeutics,Silver,2022,neurips
Secondmind,Silver,2022,neurips
The Vector Institute,Silver,2022,neurips
Cambridge University Press,Book,2022,neurips
"Intelligent Computing, a Science Partner Journal",Book,2022,neurips
MIT Press,Book,2022,neurips
Princeton University Press,Book,2022,neurips
Society for Industrial & Applied Mathematics,Book,2022,neurips
Springer,Book,2022,neurips
AstraZeneca,Diamond,2022,icml
Google LLC,Diamond,2022,icml
G-Research,Diamond,2022,icml
Meta,Diamond,2022,icml
Amazon Science,Platinum,2022,icml
Apple,Platinum,2022,icml
DeepMind Technologies Ltd,Platinum,2022,icml
ByteDance,Gold,2022,icml
Citadel | Citadel Securities,Gold,2022,icml
Microsoft Corporation,Gold,2022,icml
XTX Markets,Gold,2022,icml
Absci,Silver,2022,icml
Alegion,Silver,2022,icml
"Beijing Baidu Netcom Science Technology Co., Ltd",Silver,2022,icml
Bloomberg,Silver,2022,icml
Bosch,Silver,2022,icml
Capital One,Silver,2022,icml
Criteo,Silver,2022,icml
"Huawei Technologies Co., Ltd.",Silver,2022,icml
Hudson River Trading,Silver,2022,icml
Invenia Labs,Silver,2022,icml
Micron,Silver,2022,icml
Morgan Stanley,Silver,2022,icml
NETFLIX,Silver,2022,icml
Point72 / Cubist Systematic Strategies,Silver,2022,icml
"QuantumBlack, AI by McKinsey",Silver,2022,icml
Squarepoint Capital,Silver,2022,icml
Two Sigma,Silver,2022,icml
Xyla,Silver,2022,icml
Yokogawa Electric Corporation,Silver,2022,icml
Boltzbit Limited,Bronze,2022,icml
"Edgestream Partners, L.P.",Bronze,2022,icml
Intel Corp,Bronze,2022,icml
Mohamed Bin Zayed University of Artificial Intelligence,Bronze,2022,icml
Qualcomm,Bronze,2022,icml
Roblox,Bronze,2022,icml
Sea Limited,Bronze,2022,icml
The D. E. Shaw Group,Bronze,2022,icml
Cambridge University Press,Book,2022,icml
"Intelligent Computing, a Science Partner Journal",Book,2022,icml
MIT Press,Book,2022,icml
now Publishers,Book,2022,icml
Springer,Book,2022,icml
DeepMind DEI,Champion,2022,iclr
Google Research DEI,Champion,2022,iclr
Citadel | Citadel Securities,Groundbreaker,2022,iclr
Two Sigma DEI,Leader,2022,iclr
ByteDance,Platinum,2022,iclr
DeepMind,Platinum,2022,iclr
Google Research,Platinum,2022,iclr
Meta AI,Platinum,2022,iclr
Microsoft,Platinum,2022,iclr
Qualcomm,Platinum,2022,iclr
Sea AI Lab,Platinum,2022,iclr
Amazon Science,Gold,2022,iclr
Apple,Gold,2022,iclr
Baidu,Gold,2022,iclr
Bloomberg Engineering,Gold,2022,iclr
Bosch,Gold,2022,iclr
LG AI Research,Gold,2022,iclr
NAVER Corp.,Gold,2022,iclr
Tencent ARC Lab,Gold,2022,iclr
Citadel|Citadel Securities,Silver,2022,iclr
Morgan Stanley,Silver,2022,iclr
NVIDIA,Silver,2022,iclr
ServiceNow,Silver,2022,iclr
Two Sigma,Silver,2022,iclr
"Intelligent Computing, a Science Partner Journal",Publishers,2022,iclr
https://deepmind.com/applied/deepmind-ethics-society/,Sponsors,2022,facct
/static/images/DM_CMYK_Logo_Blue400@1x.jpg,Sponsors,2022,facct
https://ai.sony/,Sponsors,2022,facct
/static/images/Sony.png,Sponsors,2022,facct
http://www.navercorp.com/en,Sponsors,2022,facct
/static/images/NAVER_CI_Green.png,Sponsors,2022,facct
https://www.lgresearch.ai/,Sponsors,2022,facct
/static/images/LG_AI_Research.png,Sponsors,2022,facct
https://luminate.io/,With Ongoing support from,2022,facct
/static/images/Luminate_logo_primary_strapline_BLACK_RGB-cropped.png,With Ongoing support from,2022,facct
Apple,Diamond,2023,neurips
Citadel and Citadel Securities,Diamond,2023,neurips
Google DeepMind,Diamond,2023,neurips
Google LLC,Diamond,2023,neurips
G-Research,Diamond,2023,neurips
Jane Street,Diamond,2023,neurips
Lambda,Diamond,2023,neurips
Meta,Diamond,2023,neurips
Microsoft,Diamond,2023,neurips
Advanced Micro Devices (AMD),Platinum,2023,neurips
Amazon Science,Platinum,2023,neurips
Ant Group,Platinum,2023,neurips
AstraZeneca,Platinum,2023,neurips
Bloomberg,Platinum,2023,neurips
Cohere,Platinum,2023,neurips
Databricks,Platinum,2023,neurips
Eqvilent,Platinum,2023,neurips
Hudson River Trading,Platinum,2023,neurips
IBM,Platinum,2023,neurips
Intel Corporate,Platinum,2023,neurips
Jump Trading,Platinum,2023,neurips
LG AI Research,Platinum,2023,neurips
MathWorks,Platinum,2023,neurips
"Netflix, Inc.",Platinum,2023,neurips
Oracle,Platinum,2023,neurips
PDT Partners,Platinum,2023,neurips
Positron,Platinum,2023,neurips
Pryon,Platinum,2023,neurips
Qualcomm,Platinum,2023,neurips
Salesforce,Platinum,2023,neurips
Sony,Platinum,2023,neurips
The D. E. Shaw Group,Platinum,2023,neurips
Voxel51,Platinum,2023,neurips
Weights and Biases,Platinum,2023,neurips
XTX Markets,Platinum,2023,neurips
Alibaba Cloud,Gold,2023,neurips
Comet ML,Gold,2023,neurips
D. E. Shaw Research,Gold,2023,neurips
fireworks.ai,Gold,2023,neurips
Flagship Pioneering,Gold,2023,neurips
Neural Magic,Gold,2023,neurips
Nexusflow,Gold,2023,neurips
Nomic AI,Gold,2023,neurips
Perplexity AI,Gold,2023,neurips
Tianqiao and Chrissy Chen Institute,Gold,2023,neurips
TOLOKA AI,Gold,2023,neurips
Two Sigma,Gold,2023,neurips
Borealis AI,Silver,2023,neurips
Bosch AI,Silver,2023,neurips
Capital One,Silver,2023,neurips
Cerebras Systems,Silver,2023,neurips
Computing Research Association,Silver,2023,neurips
Determined AI,Silver,2023,neurips
Disney Research,Silver,2023,neurips
FEDML,Silver,2023,neurips
FriendliAI,Silver,2023,neurips
Imbue,Silver,2023,neurips
Kolena,Silver,2023,neurips
Lightning AI,Silver,2023,neurips
Mila - Montréal,Silver,2023,neurips
National Reconnaissance Office,Silver,2023,neurips
NEC Laboratories,Silver,2023,neurips
Point72 / Cubist Systematic Strategies,Silver,2023,neurips
Scale AI,Silver,2023,neurips
ServiceNow,Silver,2023,neurips
Squarepoint Capital,Silver,2023,neurips
SqueezeBits,Silver,2023,neurips
SuperAnnotate,Silver,2023,neurips
"The Regents of the University of California, San Diego/ NSF-ACCESS",Silver,2023,neurips
TikTok,Silver,2023,neurips
Together,Silver,2023,neurips
"UKRI Centre AI for Healthcare, Imperial College London",Silver,2023,neurips
VAST Data,Silver,2023,neurips
"Vocareum, Inc.",Silver,2023,neurips
Yokogawa Digital Corporation,Silver,2023,neurips
Zhipu,Silver,2023,neurips
Baidu,Bronze,2023,neurips
Celonis,Bronze,2023,neurips
MultiOn,Bronze,2023,neurips
OpenAI,Bronze,2023,neurips
Roblox,Bronze,2023,neurips
SandboxAQ,Bronze,2023,neurips
Toyota Research Institute,Bronze,2023,neurips
Vector Institute,Bronze,2023,neurips
Zoox,Bronze,2023,neurips
Cambridge University Press,Book,2023,neurips
KeAi Publishing,Book,2023,neurips
SIAM,Book,2023,neurips
Springer,Book,2023,neurips
The MIT Press,Book,2023,neurips
Translated Srl,Book,2023,neurips
Citadel and Citadel Securities,Diamond,2023,icml
Google Research,Diamond,2023,icml
Amazon Science,Platinum,2023,icml
Apple,Platinum,2023,icml
Colossal-AI,Platinum,2023,icml
DeepMind,Platinum,2023,icml
D. E. Shaw & Co.,Platinum,2023,icml
Jane Street,Platinum,2023,icml
Microsoft,Platinum,2023,icml
Lambda,Gold,2023,icml
Baidu,Silver,2023,icml
Capital One,Silver,2023,icml
Cerebras Systems,Silver,2023,icml
Crusoe Cloud,Silver,2023,icml
D. E. Shaw Research,Silver,2023,icml
Determined AI,Silver,2023,icml
DVC,Silver,2023,icml
FedML,Silver,2023,icml
FriendliAI,Silver,2023,icml
KAUST,Silver,2023,icml
Lightning AI,Silver,2023,icml
Meta AI,Silver,2023,icml
MosaicML,Silver,2023,icml
"PDT Partners, LLC",Silver,2023,icml
Point72 / Cubist Systematic Strategies,Silver,2023,icml
Sony,Silver,2023,icml
Squarepoint Capital,Silver,2023,icml
TikTok Inc.,Silver,2023,icml
Two Sigma,Silver,2023,icml
Weights and Biases,Silver,2023,icml
Yokogawa Digital Corporation,Silver,2023,icml
eBay,Bronze,2023,icml
Jump Trading,Bronze,2023,icml
Morgan Stanley,Bronze,2023,icml
QuantCo,Bronze,2023,icml
Recursion,Bronze,2023,icml
Tianqiao & Chrissy Chen Institute,Bronze,2023,icml
"CoCalc by SageMath, Inc.",Book,2023,icml
"Intelligent Computing, a Science Partner Journal",Book,2023,icml
Translated Srl,Book,2023,icml
"UKRI Centre AI for Healthcare, Imperial College London",Book,2023,icml
DeepMind DEI,Champion,2023,iclr
Black in AI,Groundbreaker,2023,iclr
Robert Bosch GmbH,Advocate,2023,iclr
Zhipu,Advocate,2023,iclr
DeepMind,Diamond,2023,iclr
Google Research,Diamond,2023,iclr
"Huawei Technologies Co., Ltd.",Platinum,2023,iclr
Amazon Science,Gold,2023,iclr
Apple,Gold,2023,iclr
Baidu,Gold,2023,iclr
ByteDance,Gold,2023,iclr
Meta AI,Gold,2023,iclr
Cohere,Silver,2023,iclr
KAUST,Silver,2023,iclr
Citadel & Citadel Securities,Bronze,2023,iclr
OpenAI,Bronze,2023,iclr
Qualcomm,Bronze,2023,iclr
Two Sigma,Bronze,2023,iclr
"Intelligent Computing, a Science Partner Journal",Publishers,2023,iclr
"Research, a Science Partner Journal",Publishers,2023,iclr
https://www.luminategroup.com/,Sponsors,2023,facct
/static/images/2023_Luminate.png,Sponsors,2023,facct
https://www.deepmind.com/,Sponsors,2023,facct
/static/images/2023_deepmind.png,Sponsors,2023,facct
https://machinelearning.apple.com/,Sponsors,2023,facct
/static/images/2023_apple.png,Sponsors,2023,facct
https://www.microsoft.com/en-us/research/,Sponsors,2023,facct
/static/images/2023_Microsoft.png,Sponsors,2023,facct
Capital One,Diamond,2024,naacl
Baidu,Platinum,2024,naacl
Grammarly,Platinum,2024,naacl
Kensho,Platinum,2024,naacl
Megagon,Platinum,2024,naacl
Otter.ai,Platinum,2024,naacl
Apple,Gold,2024,naacl
Bloomberg,Gold,2024,naacl
Two Sigma,Gold,2024,naacl
Cohere,Gold,2024,naacl
Adobe,Bronze,2024,naacl
JPMorgan,Bronze,2024,naacl
Grammarly,Diversity and Inclusion Ally,2024,naacl
Amazon Science,Diamond,2024,neurips
Apple,Diamond,2024,neurips
ByteDance,Diamond,2024,neurips
Citadel & Citadel Securities,Diamond,2024,neurips
Google DeepMind,Diamond,2024,neurips
Google Research,Diamond,2024,neurips
G-Research,Diamond,2024,neurips
HPC-AI.COM,Diamond,2024,neurips
IREN,Diamond,2024,neurips
Jane Street,Diamond,2024,neurips
Jump Trading,Diamond,2024,neurips
Lambda,Diamond,2024,neurips
Meta,Diamond,2024,neurips
Microsoft,Diamond,2024,neurips
Nebius,Diamond,2024,neurips
QUALCOMM,Diamond,2024,neurips
The D. E. Shaw Group,Diamond,2024,neurips
Abu Dhabi Investment Authority (ADIA),Platinum,2024,neurips
Advanced Micro Devices,Platinum,2024,neurips
Akash Network by Overclock Labs,Platinum,2024,neurips
Alibaba Cloud,Platinum,2024,neurips
Ant Group,Platinum,2024,neurips
Bittensor,Platinum,2024,neurips
Bloomberg,Platinum,2024,neurips
Capital One,Platinum,2024,neurips
Cohere,Platinum,2024,neurips
Crusoe Energy,Platinum,2024,neurips
Databricks,Platinum,2024,neurips
Encord,Platinum,2024,neurips
IBM,Platinum,2024,neurips
Intel,Platinum,2024,neurips
MathWorks,Platinum,2024,neurips
neptune.ai,Platinum,2024,neurips
Optiver,Platinum,2024,neurips
Recogni,Platinum,2024,neurips
Salesforce,Platinum,2024,neurips
Scale AI,Platinum,2024,neurips
Shopify Inc,Platinum,2024,neurips
Snowflake Computing Canada ULC,Platinum,2024,neurips
Sony,Platinum,2024,neurips
Tesla,Platinum,2024,neurips
Turing,Platinum,2024,neurips
Voxel51,Platinum,2024,neurips
Waymo,Platinum,2024,neurips
Writer,Platinum,2024,neurips
XTX Markets,Platinum,2024,neurips
Ahrefs,Gold,2024,neurips
Chan Zuckerberg Initiative,Gold,2024,neurips
Cloudflare,Gold,2024,neurips
Comet,Gold,2024,neurips
DatologyAI,Gold,2024,neurips
D. E. Shaw Research,Gold,2024,neurips
d-Matrix,Gold,2024,neurips
Emergence AI,Gold,2024,neurips
Genesis Therapeutics,Gold,2024,neurips
Gridmatic,Gold,2024,neurips
GSK.ai,Gold,2024,neurips
Labelbox,Gold,2024,neurips
Lightning AI,Gold,2024,neurips
Mistral AI,Gold,2024,neurips
Netflix Research,Gold,2024,neurips
Neural Magic,Gold,2024,neurips
Nutanix,Gold,2024,neurips
NXAI,Gold,2024,neurips
Tianqiao and Chrissy Chen Institute,Gold,2024,neurips
Together AI,Gold,2024,neurips
Twelve Labs,Gold,2024,neurips
WaveForms AI,Gold,2024,neurips
Wayve,Gold,2024,neurips
Weights & Biases,Gold,2024,neurips
WorldQuant LLC,Gold,2024,neurips
上海明汯投资管理有限公司,Gold,2024,neurips
Anaconda,Silver,2024,neurips
Booster Robotics,Silver,2024,neurips
Cerebras Systems,Silver,2024,neurips
DataForce,Silver,2024,neurips
DATAOCEAN AI,Silver,2024,neurips
DiffuseDrive,Silver,2024,neurips
DRW,Silver,2024,neurips
ELLIS Institute Tübingen,Silver,2024,neurips
Exa,Silver,2024,neurips
Figma,Silver,2024,neurips
Gatik AI,Silver,2024,neurips
Helm.ai,Silver,2024,neurips
HUAWEI,Silver,2024,neurips
Imbue,Silver,2024,neurips
"INSAIT – Institute for Computer Science, AI & Technology",Silver,2024,neurips
Iris.ai,Silver,2024,neurips
Kaggle,Silver,2024,neurips
LinkedIn,Silver,2024,neurips
"Linkerbot Beijing Technology Co., Ltd.",Silver,2024,neurips
Liquid AI,Silver,2024,neurips
Matic Robots,Silver,2024,neurips
Mila - Quebec Artificial Intelligence Institut,Silver,2024,neurips
Point72 / Cubist Systematic Strategies,Silver,2024,neurips
RBC Borealis,Silver,2024,neurips
RunPod,Silver,2024,neurips
SambaNova Systems,Silver,2024,neurips
ServiceNow,Silver,2024,neurips
Spellbrush,Silver,2024,neurips
Squarepoint Capital,Silver,2024,neurips
